0,0,0.5
0.01,0.00999983,0.51
0.02,0.0199987,0.519999
0.03,0.0299955,0.529996
0.04,0.0399893,0.539989
0.05,0.0499792,0.549979
0.06,0.059964,0.559964
0.07,0.0699428,0.569943
0.08,0.0799147,0.579915
0.09,0.0898785,0.589879
0.1,0.0998334,0.599833
0.11,0.109778,0.609778
0.12,0.119712,0.619712
0.13,0.129634,0.629634
0.14,0.139543,0.639543
0.15,0.149438,0.649438
0.16,0.159318,0.659318
0.17,0.169182,0.669182
0.18,0.17903,0.67903
0.19,0.188859,0.688859
0.2,0.198669,0.698669
0.21,0.20846,0.70846
0.22,0.21823,0.71823
0.23,0.227978,0.727978
0.24,0.237703,0.737703
0.25,0.247404,0.747404
0.26,0.257081,0.757081
0.27,0.266731,0.766731
0.28,0.276356,0.776356
0.29,0.285952,0.785952
0.3,0.29552,0.79552
0.31,0.305059,0.805059
0.32,0.314567,0.814567
0.33,0.324043,0.824043
0.34,0.333487,0.833487
0.35,0.342898,0.842898
0.36,0.352274,0.852274
0.37,0.361615,0.861615
0.38,0.37092,0.87092
0.39,0.380188,0.880188
0.4,0.389418,0.889418
0.41,0.398609,0.898609
0.42,0.40776,0.90776
0.43,0.416871,0.916871
0.44,0.425939,0.925939
0.45,0.434966,0.934966
0.46,0.443948,0.943948
0.47,0.452886,0.952886
0.48,0.461779,0.961779
0.49,0.470626,0.970626
0.5,0.479426,0.979426
0.51,0.488177,0.988177
0.52,0.49688,0.99688
0.53,0.505533,1.00553
0.54,0.514136,1.01414
0.55,0.522687,1.02269
0.56,0.531186,1.03119
0.57,0.539632,1.03963
0.58,0.548024,1.04802
0.59,0.556361,1.05636
0.6,0.564642,1.06464
0.61,0.572867,1.07287
0.62,0.581035,1.08104
0.63,0.589145,1.08914
0.64,0.597195,1.0972
0.65,0.605186,1.10519
0.66,0.613117,1.11312
0.67,0.620986,1.12099
0.68,0.628793,1.12879
0.69,0.636537,1.13654
0.7,0.644218,1.14422
0.71,0.651834,1.15183
0.72,0.659385,1.15938
0.73,0.66687,1.16687
0.74,0.674288,1.17429
0.75,0.681639,1.18164
0.76,0.688921,1.18892
0.77,0.696135,1.19614
0.78,0.703279,1.20328
0.79,0.710353,1.21035
0.8,0.717356,1.21736
0.81,0.724287,1.22429
0.82,0.731146,1.23115
0.83,0.737931,1.23793
0.84,0.744643,1.24464
0.85,0.75128,1.25128
0.86,0.757843,1.25784
0.87,0.764329,1.26433
0.88,0.770739,1.27074
0.89,0.777072,1.27707
0.9,0.783327,1.28333
0.91,0.789504,1.2895
0.92,0.795602,1.2956
0.93,0.80162,1.30162
0.94,0.807558,1.30756
0.95,0.813416,1.31342
0.96,0.819192,1.31919
0.97,0.824886,1.32489
0.98,0.830497,1.3305
0.99,0.836026,1.33603
1,0.841471,1.34147
1.01,0.846832,1.34683
1.02,0.852108,1.35211
1.03,0.857299,1.3573
1.04,0.862404,1.3624
1.05,0.867423,1.36742
1.06,0.872355,1.37236
1.07,0.877201,1.3772
1.08,0.881958,1.38196
1.09,0.886627,1.38663
1.1,0.891207,1.39121
1.11,0.895699,1.3957
1.12,0.9001,1.4001
1.13,0.904412,1.40441
1.14,0.908633,1.40863
1.15,0.912764,1.41276
1.16,0.916803,1.4168
1.17,0.920751,1.42075
1.18,0.924606,1.42461
1.19,0.928369,1.42837
1.2,0.932039,1.43204
1.21,0.935616,1.43562
1.22,0.939099,1.4391
1.23,0.942489,1.44249
1.24,0.945784,1.44578
1.25,0.948985,1.44898
1.26,0.95209,1.45209
1.27,0.955101,1.4551
1.28,0.958016,1.45802
1.29,0.960835,1.46084
1.3,0.963558,1.46356
1.31,0.966185,1.46618
1.32,0.968715,1.46872
1.33,0.971148,1.47115
1.34,0.973485,1.47348
1.35,0.975723,1.47572
1.36,0.977865,1.47786
1.37,0.979908,1.47991
1.38,0.981854,1.48185
1.39,0.983701,1.4837
1.4,0.98545,1.48545
1.41,0.9871,1.4871
1.42,0.988652,1.48865
1.43,0.990105,1.4901
1.44,0.991458,1.49146
1.45,0.992713,1.49271
1.46,0.993868,1.49387
1.47,0.994924,1.49492
1.48,0.995881,1.49588
1.49,0.996738,1.49674
1.5,0.997495,1.49749
1.51,0.998152,1.49815
1.52,0.99871,1.49871
1.53,0.999168,1.49917
1.54,0.999526,1.49953
1.55,0.999784,1.49978
1.56,0.999942,1.49994
1.57,1,1.5
1.58,0.999958,1.49996
1.59,0.999816,1.49982
1.6,0.999574,1.49957
1.61,0.999232,1.49923
1.62,0.99879,1.49879
1.63,0.998248,1.49825
1.64,0.997606,1.49761
1.65,0.996865,1.49687
1.66,0.996024,1.49602
1.67,0.995083,1.49508
1.68,0.994043,1.49404
1.69,0.992904,1.4929
1.7,0.991665,1.49166
1.71,0.990327,1.49033
1.72,0.98889,1.48889
1.73,0.987354,1.48735
1.74,0.985719,1.48572
1.75,0.983986,1.48399
1.76,0.982154,1.48215
1.77,0.980224,1.48022
1.78,0.978197,1.4782
1.79,0.976071,1.47607
1.8,0.973848,1.47385
1.81,0.971527,1.47153
1.82,0.969109,1.46911
1.83,0.966594,1.46659
1.84,0.963983,1.46398
1.85,0.961275,1.46128
1.86,0.958471,1.45847
1.87,0.955572,1.45557
1.88,0.952576,1.45258
1.89,0.949486,1.44949
